course,stop_code,stop_id,stop_name,route_short_name,trip_headsign,direction_id,departure_time,is_theorical,delay_sec,dest_ar_code
268436510,GPOMPTWS,42167,GEORGES POMPIDOU,2,JACOU,0,10:35:00,0,1228,42169
268436858,GPOMPTWS,42167,GEORGES POMPIDOU,2,JACOU,0,10:54:30,0,2398,42169
268436805,GALINTWS,42155,LA GALINE,2,JACOU,0,10:14:48,0,16,42169
268436510,GALINTWS,42155,LA GALINE,2,JACOU,0,10:24:36,0,604,42169
268436858,LEMASTWE,42119,LEMASSON,2,JACOU,0,10:20:47,0,375,42169
268436592,LEMASTWE,42119,LEMASSON,2,JACOU,0,10:36:33,0,1321,42169
268436510,ABBESTWS,42145,MAIL DES ABBES,2,JACOU,0,10:16:59,0,147,42169
268436858,ABBESTWS,42145,MAIL DES ABBES,2,JACOU,0,10:36:45,0,1333,42169
268436858,DREVOTWE,42117,MAS DREVON,2,JACOU,0,10:18:38,0,246,42169
268436592,DREVOTWE,42117,MAS DREVON,2,JACOU,0,10:34:56,0,1224,42169
268436805,SABLASSS,42159,ND DE SABLASSOU,2,JACOU,0,10:17:56,0,204,42169
268436510,SABLASSS,42159,ND DE SABLASSOU,2,JACOU,0,10:27:16,0,764,42169
268436858,SABLASSS,42159,ND DE SABLASSOU,2,JACOU,0,10:47:02,0,1950,42169
268436858,NVSTROCE,42123,NOUVEAU ST-ROCH,2,JACOU,0,10:24:01,0,569,42169
268436805,PLANKSTS,42171,PLANKSTADT,2,JACOU,0,10:21:34,0,422,42169
268436510,PLANKSTS,42171,PLANKSTADT,2,JACOU,0,10:31:07,0,995,42169
268436858,PLANKSTS,42171,PLANKSTADT,2,JACOU,0,10:50:30,0,2158,42169
268436858,RONDETWE,42125,RONDELET,2,JACOU,0,10:25:55,0,683,42169
268436592,SABINESE,42111,SABINES,2,JACOU,0,10:30:47,0,975,42169
268436858,STCLETWE,42121,SAINT-CLEOPHAS,2,JACOU,0,10:22:01,0,449,42169
268436510,STLAZTWS,42149,SAINT-LAZARE,2,JACOU,0,10:20:09,0,337,42169
268436805,VDOMITIS,42165,VIA DOMITIA,2,JACOU,0,10:23:34,0,542,42169
268436510,VDOMITIS,42165,VIA DOMITIA,2,JACOU,0,10:33:07,0,1115,42169
268436858,VDOMITIS,42165,VIA DOMITIA,2,JACOU,0,10:52:30,0,2278,42169
268436858,ANGOUTWE,42113,VIL. D'ANGOULEME,2,JACOU,0,10:16:30,0,118,42169
268436592,ANGOUTWE,42113,VIL. D'ANGOULEME,2,JACOU,0,10:32:47,0,1095,42169
268436957,AIGUETWS,42147,AIGUELONGUE,2,ND DE SABLASSOU,0,10:15:39,0,67,42159
268436732,AIGUETWS,42147,AIGUELONGUE,2,ND DE SABLASSOU,0,10:32:29,0,1077,42159
268436732,BXARTTWS,42143,BEAUX-ARTS,2,ND DE SABLASSOU,0,10:28:44,0,852,42159
268436957,CENTUTWS,42157,CENTURIONS,2,ND DE SABLASSOU,0,10:22:47,0,495,42159
268436957,DEGAULLS,42151,CH. DE GAULLE,2,ND DE SABLASSOU,0,10:18:51,0,259,42159
268436732,DEGAULLS,42151,CH. DE GAULLE,2,ND DE SABLASSOU,0,10:35:29,0,1257,42159
268436957,CLAIRTWS,42153,CLAIRVAL,2,ND DE SABLASSOU,0,10:19:43,0,311,42159
268436732,CLAIRTWS,42153,CLAIRVAL,2,ND DE SABLASSOU,0,10:36:24,0,1312,42159
268436732,COMEDRTW,41223,COMEDIE,2,ND DE SABLASSOU,0,10:23:29,0,537,42159
268436543,COMEDRTW,41223,COMEDIE,2,ND DE SABLASSOU,0,10:33:40,0,1148,42159
268436732,CORUM2S,42141,CORUM T2,2,ND DE SABLASSOU,0,10:27:29,0,777,42159
268436543,CORUM2S,42141,CORUM T2,2,ND DE SABLASSOU,0,10:37:40,0,1388,42159
268436543,CXARGTWE,42115,CROIX D'ARGENT,2,ND DE SABLASSOU,0,10:21:40,0,428,42159
268436732,GARERTW,41221,GARE ST-ROCH T1,2,ND DE SABLASSOU,0,10:21:29,0,417,42159
268436543,GARERTW,41221,GARE ST-ROCH T1,2,ND DE SABLASSOU,0,10:31:40,0,1028,42159
268436894,CONDATWE,42105,LA CONDAMINE,2,ND DE SABLASSOU,0,10:29:00,0,868,42159
268436773,CONDATWE,42105,LA CONDAMINE,2,ND DE SABLASSOU,0,10:44:00,0,1768,42159
268436472,CONDATWE,42105,LA CONDAMINE,2,ND DE SABLASSOU,0,10:59:00,0,2668,42159
268436957,GALINTWS,42155,LA GALINE,2,ND DE SABLASSOU,0,10:21:00,0,388,42159
268436543,LEMASTWE,42119,LEMASSON,2,ND DE SABLASSOU,0,10:24:45,0,613,42159
268436543,GRISETTE,42109,LES GRISETTES,2,ND DE SABLASSOU,0,10:16:40,0,128,42159
268436894,GRISETTE,42109,LES GRISETTES,2,ND DE SABLASSOU,0,10:32:00,0,1048,42159
268436773,GRISETTE,42109,LES GRISETTES,2,ND DE SABLASSOU,0,10:47:00,0,1948,42159
268436732,ABBESTWS,42145,MAIL DES ABBES,2,ND DE SABLASSOU,0,10:30:04,0,932,42159
268436543,DREVOTWE,42117,MAS DREVON,2,ND DE SABLASSOU,0,10:23:08,0,516,42159
268436732,NVSTROCE,42123,NOUVEAU ST-ROCH,2,ND DE SABLASSOU,0,10:17:29,0,177,42159
268436543,NVSTROCE,42123,NOUVEAU ST-ROCH,2,ND DE SABLASSOU,0,10:27:40,0,788,42159
268436732,RONDETWE,42125,RONDELET,2,ND DE SABLASSOU,0,10:19:23,0,291,42159
268436543,RONDETWE,42125,RONDELET,2,ND DE SABLASSOU,0,10:29:34,0,902,42159
268436543,SABINESE,42111,SABINES,2,ND DE SABLASSOU,0,10:18:59,0,267,42159
268436894,SABINESE,42111,SABINES,2,ND DE SABLASSOU,0,10:34:00,0,1168,42159
268436732,STCLETWE,42121,SAINT-CLEOPHAS,2,ND DE SABLASSOU,0,10:15:29,0,57,42159
268436543,STCLETWE,42121,SAINT-CLEOPHAS,2,ND DE SABLASSOU,0,10:25:40,0,668,42159
268436957,STLAZTWS,42149,SAINT-LAZARE,2,ND DE SABLASSOU,0,10:16:52,0,140,42159
268436732,STLAZTWS,42149,SAINT-LAZARE,2,ND DE SABLASSOU,0,10:33:23,0,1131,42159
268436894,VEDASD,42101,ST-JEAN CENTRE,2,ND DE SABLASSOU,0,10:26:00,0,688,42159
268436773,VEDASD,42101,ST-JEAN CENTRE,2,ND DE SABLASSOU,0,10:41:00,0,1588,42159
268436472,VEDASD,42101,ST-JEAN CENTRE,2,ND DE SABLASSOU,0,10:56:00,0,2488,42159
268436894,STJSECE,42103,ST-JEAN LE SEC,2,ND DE SABLASSOU,0,10:28:00,0,808,42159
268436773,STJSECE,42103,ST-JEAN LE SEC,2,ND DE SABLASSOU,0,10:43:00,0,1708,42159
268436472,STJSECE,42103,ST-JEAN LE SEC,2,ND DE SABLASSOU,0,10:58:00,0,2608,42159
268436543,VICTOIRS,42107,VICTOIRE 2,2,ND DE SABLASSOU,0,10:15:40,0,68,42159
268436894,VICTOIRS,42107,VICTOIRE 2,2,ND DE SABLASSOU,0,10:31:00,0,988,42159
268436773,VICTOIRS,42107,VICTOIRE 2,2,ND DE SABLASSOU,0,10:46:00,0,1888,42159
268436543,ANGOUTWE,42113,VIL. D'ANGOULEME,2,ND DE SABLASSOU,0,10:20:40,0,368,42159
268436927,AIGUETWE,42223,AIGUELONGUE,2,SABINES,1,10:25:00,0,628,42259
268436927,BXARTTWE,42227,BEAUX-ARTS,2,SABINES,1,10:29:26,0,894,42259
268436927,CENTUTWE,42213,CENTURIONS,2,SABINES,1,10:18:19,0,227,42259
268436960,CENTUTWE,42213,CENTURIONS,2,SABINES,1,10:33:19,0,1127,42259
268436927,DEGAULLE,42219,CH. DE GAULLE,2,SABINES,1,10:22:00,0,448,42259
268436927,CLAIRTWE,42217,CLAIRVAL,2,SABINES,1,10:20:56,0,384,42259
268436695,COMEDATW,41133,COMEDIE,2,SABINES,1,10:18:43,0,251,42259
268436927,COMEDATW,41133,COMEDIE,2,SABINES,1,10:34:00,0,1168,42259
268436695,CORUM2E,42229,CORUM T2,2,SABINES,1,10:15:43,0,71,42259
268436927,CORUM2E,42229,CORUM T2,2,SABINES,1,10:31:00,0,988,42259
268436589,CXARGTWS,42255,CROIX D'ARGENT,2,SABINES,1,10:24:48,0,616,42259
268436695,CXARGTWS,42255,CROIX D'ARGENT,2,SABINES,1,10:30:43,0,971,42259
268436589,GARETW,41135,GARE ST-ROCH T1,2,SABINES,1,10:14:48,0,16,42259
268436695,GARETW,41135,GARE ST-ROCH T1,2,SABINES,1,10:20:43,0,371,42259
268436927,GALINTWE,42215,LA GALINE,2,SABINES,1,10:19:39,0,307,42259
268436960,GALINTWE,42215,LA GALINE,2,SABINES,1,10:34:39,0,1207,42259
268436589,LEMASTWS,42251,LEMASSON,2,SABINES,1,10:21:33,0,421,42259
268436695,LEMASTWS,42251,LEMASSON,2,SABINES,1,10:27:58,0,806,42259
268436927,ABBESTWE,42225,MAIL DES ABBES,2,SABINES,1,10:27:44,0,792,42259
268436589,DREVOTWS,42253,MAS DREVON,2,SABINES,1,10:23:40,0,548,42259
268436695,DREVOTWS,42253,MAS DREVON,2,SABINES,1,10:29:35,0,903,42259
268436927,SABLASSE,42211,ND DE SABLASSOU,2,SABINES,1,10:17:00,0,148,42259
268436960,SABLASSE,42211,ND DE SABLASSOU,2,SABINES,1,10:32:00,0,1048,42259
268436589,NVSTROCS,42247,NOUVEAU ST-ROCH,2,SABINES,1,10:18:48,0,256,42259
268436695,NVSTROCS,42247,NOUVEAU ST-ROCH,2,SABINES,1,10:24:43,0,611,42259
268436589,RONDETWS,42245,RONDELET,2,SABINES,1,10:16:52,0,140,42259
268436695,RONDETWS,42245,RONDELET,2,SABINES,1,10:22:47,0,495,42259
268436589,STCLETWS,42249,SAINT-CLEOPHAS,2,SABINES,1,10:20:48,0,376,42259
268436695,STCLETWS,42249,SAINT-CLEOPHAS,2,SABINES,1,10:26:43,0,731,42259
268436927,STLAZTWE,42221,SAINT-LAZARE,2,SABINES,1,10:23:56,0,564,42259
268436589,ANGOUTWS,42257,VIL. D'ANGOULEME,2,SABINES,1,10:25:47,0,675,42259
268436695,ANGOUTWS,42257,VIL. D'ANGOULEME,2,SABINES,1,10:31:42,0,1030,42259
268436471,AIGUETWE,42223,AIGUELONGUE,2,ST-JEAN DE VEDAS,1,10:18:37,0,245,42101
268436651,AIGUETWE,42223,AIGUELONGUE,2,ST-JEAN DE VEDAS,1,10:33:37,0,1145,42101
268436651,AUBEROUE,42207,AUBE ROUGE,2,ST-JEAN DE VEDAS,1,10:23:37,0,545,42101
268436806,AUBEROUE,42207,AUBE ROUGE,2,ST-JEAN DE VEDAS,1,10:38:00,0,1408,42101
268436511,AUBEROUE,42207,AUBE ROUGE,2,ST-JEAN DE VEDAS,1,10:53:00,0,2308,42101
268436471,BXARTTWE,42227,BEAUX-ARTS,2,ST-JEAN DE VEDAS,1,10:23:27,0,535,42101
268436651,BXARTTWE,42227,BEAUX-ARTS,2,ST-JEAN DE VEDAS,1,10:38:11,0,1419,42101
268436651,CENTUTWE,42213,CENTURIONS,2,ST-JEAN DE VEDAS,1,10:26:56,0,744,42101
268436471,DEGAULLE,42219,CH. DE GAULLE,2,ST-JEAN DE VEDAS,1,10:15:37,0,65,42101
268436651,DEGAULLE,42219,CH. DE GAULLE,2,ST-JEAN DE VEDAS,1,10:30:37,0,965,42101
268436471,CLAIRTWE,42217,CLAIRVAL,2,ST-JEAN DE VEDAS,1,10:14:56,0,24,42101
268436651,CLAIRTWE,42217,CLAIRVAL,2,ST-JEAN DE VEDAS,1,10:29:33,0,901,42101
268436471,COMEDATW,41133,COMEDIE,2,ST-JEAN DE VEDAS,1,10:27:33,0,781,42101
268436471,CORUM2E,42229,CORUM T2,2,ST-JEAN DE VEDAS,1,10:24:37,0,605,42101
268436772,CXARGTWS,42255,CROIX D'ARGENT,2,ST-JEAN DE VEDAS,1,10:24:39,0,607,42101
268436772,GARETW,41135,GARE ST-ROCH T1,2,ST-JEAN DE VEDAS,1,10:15:04,0,32,42101
268436651,GPOMPTWE,42203,GEORGES POMPIDOU,2,ST-JEAN DE VEDAS,1,10:17:37,0,185,42101
268436806,GPOMPTWE,42203,GEORGES POMPIDOU,2,ST-JEAN DE VEDAS,1,10:32:00,0,1048,42101
268436511,GPOMPTWE,42203,GEORGES POMPIDOU,2,ST-JEAN DE VEDAS,1,10:47:00,0,1948,42101
268436651,JACOUTWS,42169,JACOU,2,ST-JEAN DE VEDAS,1,10:15:37,0,65,42101
268436806,JACOUTWS,42169,JACOU,2,ST-JEAN DE VEDAS,1,10:30:00,0,928,42101
268436511,JACOUTWS,42169,JACOU,2,ST-JEAN DE VEDAS,1,10:45:00,0,1828,42101
268436893,CONDATWS,42265,LA CONDAMINE,2,ST-JEAN DE VEDAS,1,10:17:30,0,178,42101
268436772,CONDATWS,42265,LA CONDAMINE,2,ST-JEAN DE VEDAS,1,10:33:04,0,1112,42101
268436471,CONDATWS,42265,LA CONDAMINE,2,ST-JEAN DE VEDAS,1,10:47:37,0,1985,42101
268436651,GALINTWE,42215,LA GALINE,2,ST-JEAN DE VEDAS,1,10:28:16,0,824,42101
268436772,LEMASTWS,42251,LEMASSON,2,ST-JEAN DE VEDAS,1,10:22:42,0,490,42101
268436772,GRISETTS,42261,LES GRISETTES,2,ST-JEAN DE VEDAS,1,10:30:04,0,932,42101
268436471,GRISETTS,42261,LES GRISETTES,2,ST-JEAN DE VEDAS,1,10:44:37,0,1805,42101
268436651,GRISETTS,42261,LES GRISETTES,2,ST-JEAN DE VEDAS,1,10:59:37,0,2705,42101
268436471,ABBESTWE,42225,MAIL DES ABBES,2,ST-JEAN DE VEDAS,1,10:21:44,0,432,42101
268436651,ABBESTWE,42225,MAIL DES ABBES,2,ST-JEAN DE VEDAS,1,10:35:53,0,1281,42101
268436772,DREVOTWS,42253,MAS DREVON,2,ST-JEAN DE VEDAS,1,10:23:53,0,561,42101
268436651,SABLASSE,42211,ND DE SABLASSOU,2,ST-JEAN DE VEDAS,1,10:25:37,0,665,42101
268436772,NVSTROCS,42247,NOUVEAU ST-ROCH,2,ST-JEAN DE VEDAS,1,10:19:04,0,272,42101
268436651,PLANKSTE,42271,PLANKSTADT,2,ST-JEAN DE VEDAS,1,10:21:37,0,425,42101
268436806,PLANKSTE,42271,PLANKSTADT,2,ST-JEAN DE VEDAS,1,10:36:00,0,1288,42101
268436511,PLANKSTE,42271,PLANKSTADT,2,ST-JEAN DE VEDAS,1,10:51:00,0,2188,42101
268436772,RONDETWS,42245,RONDELET,2,ST-JEAN DE VEDAS,1,10:17:31,0,179,42101
268436772,SABINESS,42259,SABINES,2,ST-JEAN DE VEDAS,1,10:28:27,0,835,42101
268436471,SABINESS,42259,SABINES,2,ST-JEAN DE VEDAS,1,10:43:01,0,1709,42101
268436651,SABINESS,42259,SABINES,2,ST-JEAN DE VEDAS,1,10:57:37,0,2585,42101
268436772,STCLETWS,42249,SAINT-CLEOPHAS,2,ST-JEAN DE VEDAS,1,10:21:04,0,392,42101
268436471,STLAZTWE,42221,SAINT-LAZARE,2,ST-JEAN DE VEDAS,1,10:17:56,0,204,42101
268436651,STLAZTWE,42221,SAINT-LAZARE,2,ST-JEAN DE VEDAS,1,10:32:33,0,1081,42101
268436893,STJSECS,42267,ST-JEAN LE SEC,2,ST-JEAN DE VEDAS,1,10:18:30,0,238,42101
268436772,STJSECS,42267,ST-JEAN LE SEC,2,ST-JEAN DE VEDAS,1,10:34:04,0,1172,42101
268436471,STJSECS,42267,ST-JEAN LE SEC,2,ST-JEAN DE VEDAS,1,10:48:37,0,2045,42101
268436651,VDOMITIE,42205,VIA DOMITIA,2,ST-JEAN DE VEDAS,1,10:19:37,0,305,42101
268436806,VDOMITIE,42205,VIA DOMITIA,2,ST-JEAN DE VEDAS,1,10:34:00,0,1168,42101
268436511,VDOMITIE,42205,VIA DOMITIA,2,ST-JEAN DE VEDAS,1,10:49:00,0,2068,42101
268436893,VICTOIRE,42263,VICTOIRE 2,2,ST-JEAN DE VEDAS,1,10:16:30,0,118,42101
268436772,VICTOIRE,42263,VICTOIRE 2,2,ST-JEAN DE VEDAS,1,10:32:04,0,1052,42101
268436471,VICTOIRE,42263,VICTOIRE 2,2,ST-JEAN DE VEDAS,1,10:46:37,0,1925,42101
268436772,ANGOUTWS,42257,VIL. D'ANGOULEME,2,ST-JEAN DE VEDAS,1,10:25:36,0,664,42101
268437154,ASTRUT3S,43241,ASTRUC,3,JUVIGNAC,0,10:16:05,0,93,43101
268437432,ASTRUT3S,43241,ASTRUC,3,JUVIGNAC,0,10:28:35,0,843,43101
268437184,BOIRAT3E,43209,BOIRARGUES,3,JUVIGNAC,0,10:17:46,0,194,43101
268437480,BOIRAT3E,43209,BOIRARGUES,3,JUVIGNAC,0,10:34:00,0,1168,43101
268437154,CELLET3S,43253,CELLENEUVE,3,JUVIGNAC,0,10:26:20,0,708,43101
268437184,ECOPOLEE,43207,ECOPOLE,3,JUVIGNAC,0,10:15:46,0,74,43101
268437480,ECOPOLEE,43207,ECOPOLE,3,JUVIGNAC,0,10:32:00,0,1048,43101
268437282,ECOPOLEE,43207,ECOPOLE,3,JUVIGNAC,0,10:47:00,0,1948,43101
268437432,GARETW3A,43127,GARE ST-ROCH T3,3,JUVIGNAC,0,10:19:32,0,300,43101
268437184,GARETW3A,43127,GARE ST-ROCH T3,3,JUVIGNAC,0,10:34:46,0,1214,43101
268437154,HDEPTT3S,43249,HOT. DEPARTEMENT,3,JUVIGNAC,0,10:23:07,0,515,43101
268437154,GUESDT3S,43243,JULES GUESDE,3,JUVIGNAC,0,10:18:05,0,213,43101
268437432,GUESDT3S,43243,JULES GUESDE,3,JUVIGNAC,0,10:30:31,0,959,43101
268437154,ARCEAT3S,43239,LES ARCEAUX,3,JUVIGNAC,0,10:14:38,0,6,43101
268437432,ARCEAT3S,43239,LES ARCEAUX,3,JUVIGNAC,0,10:27:23,0,771,43101
268437154,MOSSOT3S,43255,MOSSON T3,3,JUVIGNAC,0,10:28:07,0,815,43101
268437432,MOSSOT3S,43255,MOSSON T3,3,JUVIGNAC,0,10:40:32,0,1560,43101
268437184,MOSSOT3S,43255,MOSSON T3,3,JUVIGNAC,0,10:56:01,0,2489,43101
268437184,MOULARTW,41209,MOULARES,3,JUVIGNAC,0,10:26:17,0,705,43101
268437432,OBSERT3S,43233,OBSERVATOIRE,3,JUVIGNAC,0,10:20:32,0,360,43101
268437184,PICASSOE,43213,PABLO PICASSO,3,JUVIGNAC,0,10:20:46,0,374,43101
268437480,PEXPOT3E,43205,PARC EXPO,3,JUVIGNAC,0,10:30:00,0,928,43101
268437282,PEXPOT3E,43205,PARC EXPO,3,JUVIGNAC,0,10:45:00,0,1828,43101
268437332,PEXPOT3E,43205,PARC EXPO,3,JUVIGNAC,0,11:00:00,0,2728,43101
268437154,PERGOT3S,43247,PERGOLA,3,JUVIGNAC,0,10:21:44,0,432,43101
268437432,PERGOT3S,43247,PERGOLA,3,JUVIGNAC,0,10:33:59,0,1167,43101
268437480,PEROLT3E,43203,PEROLS CENTRE,3,JUVIGNAC,0,10:27:00,0,748,43101
268437282,PEROLT3E,43203,PEROLS CENTRE,3,JUVIGNAC,0,10:42:00,0,1648,43101
268437332,PEROLT3E,43203,PEROLS CENTRE,3,JUVIGNAC,0,10:57:00,0,2548,43101
268437480,ETGLORT3,43201,PEROLS ETANG OR,3,JUVIGNAC,0,10:25:00,0,628,43101
268437282,ETGLORT3,43201,PEROLS ETANG OR,3,JUVIGNAC,0,10:40:00,0,1528,43101
268437332,ETGLORT3,43201,PEROLS ETANG OR,3,JUVIGNAC,0,10:55:00,0,2428,43101
268437154,PILORT3S,43251,PILORY,3,JUVIGNAC,0,10:24:03,0,571,43101
268437432,CARNOTWE,42241,PLACE CARNOT,3,JUVIGNAC,0,10:15:32,0,60,43101
268437184,CARNOTWE,42241,PLACE CARNOT,3,JUVIGNAC,0,10:30:46,0,974,43101
268437432,PCABT3S,43237,PLAN CABANES,3,JUVIGNAC,0,10:25:32,0,660,43101
268437184,PMARIRTW,41207,PORT MARIANNE,3,JUVIGNAC,0,10:23:46,0,554,43101
268437184,RLEZ2E,42237,RIVES DU LEZ T3,3,JUVIGNAC,0,10:27:46,0,794,43101
268437432,STDENT3S,43235,SAINT-DENIS T3,3,JUVIGNAC,0,10:23:32,0,540,43101
268437154,TONNET3S,43245,TONNELLES,3,JUVIGNAC,0,10:19:45,0,313,43101
268437432,TONNET3S,43245,TONNELLES,3,JUVIGNAC,0,10:32:16,0,1064,43101
268437184,VOLTAIRE,42239,VOLTAIRE,3,JUVIGNAC,0,10:29:14,0,882,43101
268437303,ASTRUT3E,43117,ASTRUC,3,LATTES CENTRE,1,10:23:32,0,540,43259
268437253,BOIRAT3S,43149,BOIRARGUES,3,LATTES CENTRE,1,10:21:31,0,419,43259
268437072,BOIRAT3S,43149,BOIRARGUES,3,LATTES CENTRE,1,10:34:58,0,1226,43259
268437121,CELLRT3E,43105,CELLENEUVE,3,LATTES CENTRE,1,10:27:47,0,795,43259
268437253,COUGOT3S,43161,COUGOURLUDE,3,LATTES CENTRE,1,10:27:04,0,752,43259
268437072,COUGOT3S,43161,COUGOURLUDE,3,LATTES CENTRE,1,10:40:33,0,1561,43259
268437303,COUGOT3S,43161,COUGOURLUDE,3,LATTES CENTRE,1,10:52:36,0,2284,43259
268437072,GARETW3R,43231,GARE ST-ROCH T3,3,LATTES CENTRE,1,10:19:58,0,326,43259
268437303,GARETW3R,43231,GARE ST-ROCH T3,3,LATTES CENTRE,1,10:32:36,0,1084,43259
268437303,HDEPTT3E,43109,HOT. DEPARTEMENT,3,LATTES CENTRE,1,10:16:37,0,125,43259
268437121,HDEPTT3E,43109,HOT. DEPARTEMENT,3,LATTES CENTRE,1,10:31:00,0,988,43259
268437253,HTLIRT3S,43159,HTS LA LIRONDE,3,LATTES CENTRE,1,10:25:04,0,632,43259
268437072,HTLIRT3S,43159,HTS LA LIRONDE,3,LATTES CENTRE,1,10:38:33,0,1441,43259
268437303,HTLIRT3S,43159,HTS LA LIRONDE,3,LATTES CENTRE,1,10:50:36,0,2164,43259
268437303,GUESDT3E,43115,JULES GUESDE,3,LATTES CENTRE,1,10:22:18,0,466,43259
268437121,GUESDT3E,43115,JULES GUESDE,3,LATTES CENTRE,1,10:36:00,0,1288,43259
268437121,JUVIGNAC,43101,JUVIGNAC,3,LATTES CENTRE,1,10:21:00,0,388,43259
268437155,JUVIGNAC,43101,JUVIGNAC,3,LATTES CENTRE,1,10:36:00,0,1288,43259
268437433,JUVIGNAC,43101,JUVIGNAC,3,LATTES CENTRE,1,10:51:00,0,2188,43259
268437303,ARCEAT3E,43119,LES ARCEAUX,3,LATTES CENTRE,1,10:25:56,0,684,43259
268437121,MOSSOT3E,43103,MOSSON T3,3,LATTES CENTRE,1,10:26:00,0,688,43259
268437253,MOULAATW,41147,MOULARES,3,LATTES CENTRE,1,10:14:56,0,24,43259
268437072,MOULAATW,41147,MOULARES,3,LATTES CENTRE,1,10:27:38,0,786,43259
268437072,OBSERT3E,43125,OBSERVATOIRE,3,LATTES CENTRE,1,10:17:52,0,200,43259
268437303,OBSERT3E,43125,OBSERVATOIRE,3,LATTES CENTRE,1,10:30:36,0,964,43259
268437253,PICASSOS,43145,PABLO PICASSO,3,LATTES CENTRE,1,10:18:31,0,239,43259
268437072,PICASSOS,43145,PABLO PICASSO,3,LATTES CENTRE,1,10:31:52,0,1040,43259
268437303,PERGOT3E,43111,PERGOLA,3,LATTES CENTRE,1,10:19:01,0,269,43259
268437121,PERGOT3E,43111,PERGOLA,3,LATTES CENTRE,1,10:32:51,0,1099,43259
268437303,PILORT3E,43107,PILORY,3,LATTES CENTRE,1,10:15:33,0,61,43259
268437121,PILORT3E,43107,PILORY,3,LATTES CENTRE,1,10:29:56,0,924,43259
268437072,CARNOTWS,42129,PLACE CARNOT,3,LATTES CENTRE,1,10:22:30,0,478,43259
268437303,CARNOTWS,42129,PLACE CARNOT,3,LATTES CENTRE,1,10:36:09,0,1297,43259
268437303,PCABT3E,43121,PLAN CABANES,3,LATTES CENTRE,1,10:26:36,0,724,43259
268437253,PMARIATW,41149,PORT MARIANNE,3,LATTES CENTRE,1,10:16:31,0,119,43259
268437072,PMARIATW,41149,PORT MARIANNE,3,LATTES CENTRE,1,10:29:52,0,920,43259
268437072,RLEZ2S,42133,RIVES DU LEZ T3,3,LATTES CENTRE,1,10:25:59,0,687,43259
268437072,STDENT3E,43123,SAINT-DENIS,3,LATTES CENTRE,1,10:15:52,0,80,43259
268437303,STDENT3E,43123,SAINT-DENIS,3,LATTES CENTRE,1,10:28:36,0,844,43259
268437303,TONNET3E,43113,TONNELLES,3,LATTES CENTRE,1,10:20:37,0,365,43259
268437121,TONNET3E,43113,TONNELLES,3,LATTES CENTRE,1,10:34:19,0,1187,43259
268437072,VOLTAIRS,42131,VOLTAIRE,3,LATTES CENTRE,1,10:24:30,0,598,43259
268437303,VOLTAIRS,42131,VOLTAIRE,3,LATTES CENTRE,1,10:37:49,0,1397,43259
268437405,ASTRUT3S,43241,ASTRUC,3,MOSSON,0,10:22:45,0,493,43255
268437218,BOIRAT3E,43209,BOIRARGUES,3,MOSSON,0,10:27:00,0,748,43255
268437377,CELLET3S,43253,CELLENEUVE,3,MOSSON,0,10:17:43,0,191,43255
268437405,CELLET3S,43253,CELLENEUVE,3,MOSSON,0,10:32:53,0,1101,43255
268437218,COUGOT3E,43261,COUGOURLUDE,3,MOSSON,0,10:22:00,0,448,43255
268437254,COUGOT3E,43261,COUGOURLUDE,3,MOSSON,0,10:36:00,0,1288,43255
268437073,COUGOT3E,43261,COUGOURLUDE,3,MOSSON,0,10:52:00,0,2248,43255
268437454,GARETW3A,43127,GARE ST-ROCH T3,3,MOSSON,0,10:29:08,0,876,43255
268437377,HDEPTT3S,43249,HOT. DEPARTEMENT,3,MOSSON,0,10:14:56,0,24,43255
268437405,HDEPTT3S,43249,HOT. DEPARTEMENT,3,MOSSON,0,10:29:39,0,907,43255
268437218,HTLIRT3E,43263,HTS LA LIRONDE,3,MOSSON,0,10:24:00,0,568,43255
268437254,HTLIRT3E,43263,HTS LA LIRONDE,3,MOSSON,0,10:38:00,0,1408,43255
268437073,HTLIRT3E,43263,HTS LA LIRONDE,3,MOSSON,0,10:54:00,0,2368,43255
268437405,GUESDT3S,43243,JULES GUESDE,3,MOSSON,0,10:24:39,0,607,43255
268437218,LATTEST3,43259,LATTES CENTRE,3,MOSSON,0,10:20:00,0,328,43255
268437254,LATTEST3,43259,LATTES CENTRE,3,MOSSON,0,10:34:00,0,1168,43255
268437073,LATTEST3,43259,LATTES CENTRE,3,MOSSON,0,10:50:00,0,2128,43255
268437405,ARCEAT3S,43239,LES ARCEAUX,3,MOSSON,0,10:20:58,0,386,43255
268437454,MOULARTW,41209,MOULARES,3,MOSSON,0,10:19:50,0,318,43255
268437218,MOULARTW,41209,MOULARES,3,MOSSON,0,10:34:44,0,1212,43255
268437405,OBSERT3S,43233,OBSERVATOIRE,3,MOSSON,0,10:14:40,0,8,43255
268437454,OBSERT3S,43233,OBSERVATOIRE,3,MOSSON,0,10:29:35,0,903,43255
268437454,PICASSOE,43213,PABLO PICASSO,3,MOSSON,0,10:14:35,0,3,43255
268437218,PICASSOE,43213,PABLO PICASSO,3,MOSSON,0,10:30:00,0,928,43255
268437405,PERGOT3S,43247,PERGOLA,3,MOSSON,0,10:28:03,0,811,43255
268437377,PILORT3S,43251,PILORY,3,MOSSON,0,10:15:55,0,83,43255
268437405,PILORT3S,43251,PILORY,3,MOSSON,0,10:30:43,0,971,43255
