1000 0.003014
2000 0.011522
3000 0.024462
4000 0.037754
5000 0.049931
6000 0.060286
7000 0.069051
8000 0.080852
9000 0.101997
10000 0.126022
11000 0.152333
12000 0.181566
13000 0.212746
14000 0.246777
15000 0.283238
16000 0.322633
17000 0.364039
18000 0.408304
19000 0.454954
20000 0.503794
